,publishedAt,authorDisplayName,textDisplay,text_clean,normalized_text,text_token,text_stemindo,polarity_score,polarity
1459,2023-10-03T14:33:59Z,@andrisetiawan1058,"Jangan² lazada shopi juga kalian iri kan,Astagfirullah. Takut banget gak kebagian rizeky,semut aja udah di jamin sama Allah rizekynya,gakan ketuker tenang. Kita hanya perlu mengubah atau mengimbangi,dgn emmakai 2 metode. Jaman skrng kan ada hp android,mungkin yg offline punya android nah itu di manfaatkan. Kalo yang udh usia lanjut mungkin bisa di bantu anaknya atau cucunya untuk promosikan jajananya. Malah jika permasalahanya saling lapor sana sini,ini yang menjauhkan rizeky,di tambah lagi rasa iri dan dengki😊",jangan lazada shopi juga kalian iri kanastagfirullah takut banget gak kebagian rizekysemut aja udah di jamin sama allah rizekynyagakan ketuker tenang kita hanya perlu mengubah atau mengimbangidgn emmakai  metode jaman skrng kan ada hp androidmungkin yg offline punya android nah itu di manfaatkan kalo yang udh usia lanjut mungkin bisa di bantu anaknya atau cucunya untuk promosikan jajananya malah jika permasalahanya saling lapor sana siniini yang menjauhkan rizekydi tambah lagi rasa iri dan dengki,jangan lazada shopi juga kalian iri kanastagfirullah takut banget enggak kebagian rizekysemut saja sudah di jamin sama allah rizekynyagakan tertukar tenang kita hanya perlu mengubah atau mengimbangidgn emmakai  metode jaman sekarang kan ada hp androidmungkin yang offline punya android nah itu di manfaatkan kalo yang sudah usia lanjut mungkin bisa di bantu anaknya atau cucunya untuk promosikan jajananya malah jika permasalahanya saling lapor sana siniini yang menjauhkan rizekydi tambah lagi rasa iri dan dengki,"['jangan', 'lazada', 'shopi', 'juga', 'kalian', 'iri', 'kanastagfirullah', 'takut', 'banget', 'enggak', 'kebagian', 'rizekysemut', 'saja', 'sudah', 'di', 'jamin', 'sama', 'allah', 'rizekynyagakan', 'tertukar', 'tenang', 'kita', 'hanya', 'perlu', 'mengubah', 'atau', 'mengimbangidgn', 'emmakai', 'metode', 'jaman', 'sekarang', 'kan', 'ada', 'hp', 'androidmungkin', 'yang', 'offline', 'punya', 'android', 'nah', 'itu', 'di', 'manfaatkan', 'kalo', 'yang', 'sudah', 'usia', 'lanjut', 'mungkin', 'bisa', 'di', 'bantu', 'anaknya', 'atau', 'cucunya', 'untuk', 'promosikan', 'jajananya', 'malah', 'jika', 'permasalahanya', 'saling', 'lapor', 'sana', 'siniini', 'yang', 'menjauhkan', 'rizekydi', 'tambah', 'lagi', 'rasa', 'iri', 'dan', 'dengki']",jangan lazada shopi juga kalian iri kanastagfirullah takut banget enggak bagi rizekysemut saja sudah di jamin sama allah rizekynyagakan tukar tenang kita hanya perlu ubah atau mengimbangidgn emmakai metode jaman sekarang kan ada hp androidmungkin yang offline punya android nah itu di manfaat kalo yang sudah usia lanjut mungkin bisa di bantu anak atau cucu untuk promosi jajananya malah jika permasalahanya saling lapor sana siniini yang jauh rizekydi tambah lagi rasa iri dan dengki,-18,negatif
1460,2023-10-03T14:32:08Z,@iqbalnakhas,"Saya mendukung dan ada tidak mendukungnya. Tidak mendukungnya karena musti instal aplikasi lebih, tapi hp saya semakin mengentang. Memori makin penuh nanti 😶",saya mendukung dan ada tidak mendukungnya tidak mendukungnya karena musti instal aplikasi lebih tapi hp saya semakin mengentang memori makin penuh nanti ,saya mendukung dan ada tidak mendukungnya tidak mendukungnya karena musti instal aplikasi lebih tapi hp saya semakin mengentang memori makin penuh nanti ,"['saya', 'mendukung', 'dan', 'ada', 'tidak', 'mendukungnya', 'tidak', 'mendukungnya', 'karena', 'musti', 'instal', 'aplikasi', 'lebih', 'tapi', 'hp', 'saya', 'semakin', 'mengentang', 'memori', 'makin', 'penuh', 'nanti']",saya dukung dan ada tidak dukung tidak dukung karena musti instal aplikasi lebih tapi hp saya makin kentang memori makin penuh nanti,-4,negatif
1461,2023-10-03T14:26:07Z,@andrisetiawan1058,"Sekali lagi saya hanya konsumen. Saran lagi dari saya bersainglah secara sehat, kalian juga bisa kan jualan dengan metode 2 sytem juga offline bisa online juga bisa,hanya saja kalian gada niat. Dan terjadilah iri dan dengki. Yang ferr kalo jualan,jangan serang sana serang sini cuy. Bersaing ikutin caranya,jangan main lapor,dikit² lapor",sekali lagi saya hanya konsumen saran lagi dari saya bersainglah secara sehat kalian juga bisa kan jualan dengan metode  sytem juga offline bisa online juga bisahanya saja kalian gada niat dan terjadilah iri dan dengki yang ferr kalo jualanjangan serang sana serang sini cuy bersaing ikutin caranyajangan main lapordikit lapor,sekali lagi saya hanya konsumen saran lagi dari saya bersainglah secara sehat kalian juga bisa kan jualan dengan metode  sytem juga offline bisa online juga bisahanya saja kalian enggak ada niat dan terjadilah iri dan dengki yang ferr kalo jualanjangan serang sana serang sini cuy bersaing mengikuti caranyajangan main lapordikit lapor,"['sekali', 'lagi', 'saya', 'hanya', 'konsumen', 'saran', 'lagi', 'dari', 'saya', 'bersainglah', 'secara', 'sehat', 'kalian', 'juga', 'bisa', 'kan', 'jualan', 'dengan', 'metode', 'sytem', 'juga', 'offline', 'bisa', 'online', 'juga', 'bisahanya', 'saja', 'kalian', 'enggak', 'ada', 'niat', 'dan', 'terjadilah', 'iri', 'dan', 'dengki', 'yang', 'ferr', 'kalo', 'jualanjangan', 'serang', 'sana', 'serang', 'sini', 'cuy', 'bersaing', 'mengikuti', 'caranyajangan', 'main', 'lapordikit', 'lapor']",sekali lagi saya hanya konsumen saran lagi dari saya saing cara sehat kalian juga bisa kan jual dengan metode sytem juga offline bisa online juga bisahanya saja kalian enggak ada niat dan jadi iri dan dengki yang ferr kalo jualanjangan serang sana serang sini cuy saing ikut caranyajangan main lapordikit lapor,-37,negatif
1462,2023-10-03T14:22:05Z,@andrisetiawan1058,"Saya hanya konsumen,bukan pedagang. Pertanyaan saya (1)bagaimana jika pelku UMKM yang berada di plosok ingin menjajakan brangnya jika tdk ada ollshop,apakah pemerintah bisa menyediakan tempet? (2)mengapa kualitas di olshop lebih bagus dri di offlne shp? (3)yang ke 3 ini bukan pertanyaan melainkan saran &quot;Jika kalian para offline shop merasa rizeky kalian terambil atau terampas,mengapa kalian tdk bersaing dgn sehat,dengan cara menyamakan tarif atau harga yang sebanding dgn di online shop?. Jangan bisanya main lapor main lapor emangnya,fikirkan juga konsumen,ngpain jauh² ke pasar jika di olshop juga sama harga,sama kualitas. Bersainglah dgn sehat wahai pedagang. Saya konsumen sangat menyayangkan hal itu",saya hanya konsumenbukan pedagang pertanyaan saya bagaimana jika pelku umkm yang berada di plosok ingin menjajakan brangnya jika tdk ada ollshopapakah pemerintah bisa menyediakan tempet mengapa kualitas di olshop lebih bagus dri di offlne shp yang ke  ini bukan pertanyaan melainkan saran quotjika kalian para offline shop merasa rizeky kalian terambil atau terampasmengapa kalian tdk bersaing dgn sehatdengan cara menyamakan tarif atau harga yang sebanding dgn di online shop jangan bisanya main lapor main lapor emangnyafikirkan juga konsumenngpain jauh ke pasar jika di olshop juga sama hargasama kualitas bersainglah dgn sehat wahai pedagang saya konsumen sangat menyayangkan hal itu,saya hanya konsumenbukan pedagang pertanyaan saya bagaimana jika pelku umkm yang berada di plosok ingin menjajakan barangnya jika tidak ada ollshopapakah pemerintah bisa menyediakan tempet mengapa kualitas di olshop lebih bagus dari di offlne shp yang ke  ini bukan pertanyaan melainkan saran quotjika kalian para offline shop merasa rizeky kalian terambil atau terampasmengapa kalian tidak bersaing dengan sehatdengan cara menyamakan tarif atau harga yang sebanding dengan di online shop jangan bisanya main lapor main lapor emangnyafikirkan juga konsumenngpain jauh ke pasar jika di olshop juga sama hargasama kualitas bersainglah dengan sehat wahai pedagang saya konsumen sangat menyayangkan hal itu,"['saya', 'hanya', 'konsumenbukan', 'pedagang', 'pertanyaan', 'saya', 'bagaimana', 'jika', 'pelku', 'umkm', 'yang', 'berada', 'di', 'plosok', 'ingin', 'menjajakan', 'barangnya', 'jika', 'tidak', 'ada', 'ollshopapakah', 'pemerintah', 'bisa', 'menyediakan', 'tempet', 'mengapa', 'kualitas', 'di', 'olshop', 'lebih', 'bagus', 'dari', 'di', 'offlne', 'shp', 'yang', 'ke', 'ini', 'bukan', 'pertanyaan', 'melainkan', 'saran', 'quotjika', 'kalian', 'para', 'offline', 'shop', 'merasa', 'rizeky', 'kalian', 'terambil', 'atau', 'terampasmengapa', 'kalian', 'tidak', 'bersaing', 'dengan', 'sehatdengan', 'cara', 'menyamakan', 'tarif', 'atau', 'harga', 'yang', 'sebanding', 'dengan', 'di', 'online', 'shop', 'jangan', 'bisanya', 'main', 'lapor', 'main', 'lapor', 'emangnyafikirkan', 'juga', 'konsumenngpain', 'jauh', 'ke', 'pasar', 'jika', 'di', 'olshop', 'juga', 'sama', 'hargasama', 'kualitas', 'bersainglah', 'dengan', 'sehat', 'wahai', 'pedagang', 'saya', 'konsumen', 'sangat', 'menyayangkan', 'hal', 'itu']",saya hanya konsumenbukan dagang tanya saya bagaimana jika pel umkm yang ada di plosok ingin jaja barang jika tidak ada ollshopapakah perintah bisa sedia tempet mengapa kualitas di olshop lebih bagus dari di offlne shp yang ke ini bukan tanya lain saran quotjika kalian para offline shop rasa rizeky kalian ambil atau terampasmengapa kalian tidak saing dengan sehatdengan cara sama tarif atau harga yang banding dengan di online shop jangan bisa main lapor main lapor emangnyafikirkan juga konsumenngpain jauh ke pasar jika di olshop juga sama hargasama kualitas saing dengan sehat wahai dagang saya konsumen sangat sayang hal itu,-4,negatif
1463,2023-10-03T14:18:47Z,@ARJUNAGAMER,Kasihan pedagang pasar kaki 5 kaki 6 kaki 7 dan kaki2 lainnya pada bengong nanggeuy gado,kasihan pedagang pasar kaki  kaki  kaki  dan kaki lainnya pada bengong nanggeuy gado,kasihan pedagang pasar kaki  kaki  kaki  dan kaki lainnya pada bengong nanggeuy gado,"['kasihan', 'pedagang', 'pasar', 'kaki', 'kaki', 'kaki', 'dan', 'kaki', 'lainnya', 'pada', 'bengong', 'nanggeuy', 'gado']",kasihan dagang pasar kaki kaki kaki dan kaki lain pada bengong nanggeuy gado,-3,negatif
1464,2023-10-03T14:14:17Z,@andrisetiawan1058,"Inget rezeki itu tidak akan tertukar,walaupun online walaupun offline kalo udah milik gakan kemana,yang penting para pedagang jangan pada iri,ini kasusnya sama kaya OJOL dan OJEK PANGKALAN",inget rezeki itu tidak akan tertukarwalaupun online walaupun offline kalo udah milik gakan kemanayang penting para pedagang jangan pada iriini kasusnya sama kaya ojol dan ojek pangkalan,ingat rezeki itu tidak akan tertukarwalaupun online walaupun offline kalo sudah milik gakan kemanayang penting para pedagang jangan pada iriini kasusnya sama kayak ojol dan ojek pangkalan,"['ingat', 'rezeki', 'itu', 'tidak', 'akan', 'tertukarwalaupun', 'online', 'walaupun', 'offline', 'kalo', 'sudah', 'milik', 'gakan', 'kemanayang', 'penting', 'para', 'pedagang', 'jangan', 'pada', 'iriini', 'kasusnya', 'sama', 'kayak', 'ojol', 'dan', 'ojek', 'pangkalan']",ingat rezeki itu tidak akan tertukarwalaupun online walaupun offline kalo sudah milik gakan kemanayang penting para dagang jangan pada iriini kasus sama kayak ojol dan ojek pangkal,1,positif
1465,2023-10-03T14:13:18Z,@kimbihun5926,Mau tiktok shop tutup juga gak pernah ke tanah abang 😂 Apalagi udah tahu pedagangnya tidak ada otak Main asal suruh tutup aja tidak mikir di online shop juga ada karyawan yang kerja Kalau di PHK mereka makan apa? Makan baju di tanah abang ya 😂,mau tiktok shop tutup juga gak pernah ke tanah abang  apalagi udah tahu pedagangnya tidak ada otak main asal suruh tutup aja tidak mikir di online shop juga ada karyawan yang kerja kalau di phk mereka makan apa makan baju di tanah abang ya ,mau tiktok shop tutup juga enggak pernah ke tanah abang  apalagi sudah tahu pedagangnya tidak ada otak main asal suruh tutup saja tidak mikir di online shop juga ada karyawan yang kerja kalau di phk mereka makan apa makan baju di tanah abang ya ,"['mau', 'tiktok', 'shop', 'tutup', 'juga', 'enggak', 'pernah', 'ke', 'tanah', 'abang', 'apalagi', 'sudah', 'tahu', 'pedagangnya', 'tidak', 'ada', 'otak', 'main', 'asal', 'suruh', 'tutup', 'saja', 'tidak', 'mikir', 'di', 'online', 'shop', 'juga', 'ada', 'karyawan', 'yang', 'kerja', 'kalau', 'di', 'phk', 'mereka', 'makan', 'apa', 'makan', 'baju', 'di', 'tanah', 'abang', 'ya']",mau tiktok shop tutup juga enggak pernah ke tanah abang apalagi sudah tahu dagang tidak ada otak main asal suruh tutup saja tidak mikir di online shop juga ada karyawan yang kerja kalau di phk mereka makan apa makan baju di tanah abang ya,12,positif
1466,2023-10-04T03:40:17Z,@lakongamok5302,Biar apa? Biarin 🗿,biar apa biarin ,biar apa biarkan ,"['biar', 'apa', 'biarkan']",biar apa biar,-1,negatif
1467,2023-10-03T14:11:51Z,@andrisetiawan1058,"Saya bukan pedagang,saya hanya pembeli...saya kecewa kalo pemerintah blokir tiktok shop. Karena apa ,1.perbandingan harga di tiktok lebih murah dari pada offline, 2.bahanya bagus harga murah, 3.tidak antri lama untuk membeli. Jujur saya sebagai konsumen protes kerass,kalo gak ayo duel panco 1 vs 1",saya bukan pedagangsaya hanya pembelisaya kecewa kalo pemerintah blokir tiktok shop karena apa perbandingan harga di tiktok lebih murah dari pada offline bahanya bagus harga murah tidak antri lama untuk membeli jujur saya sebagai konsumen protes kerasskalo gak ayo duel panco  vs ,saya bukan pedagangsaya hanya pembelisaya kecewa kalo pemerintah blokir tiktok shop karena apa perbandingan harga di tiktok lebih murah dari pada offline bahanya bagus harga murah tidak antri lama untuk membeli jujur saya sebagai konsumen protes kerasskalo enggak ayo duel panco  vs ,"['saya', 'bukan', 'pedagangsaya', 'hanya', 'pembelisaya', 'kecewa', 'kalo', 'pemerintah', 'blokir', 'tiktok', 'shop', 'karena', 'apa', 'perbandingan', 'harga', 'di', 'tiktok', 'lebih', 'murah', 'dari', 'pada', 'offline', 'bahanya', 'bagus', 'harga', 'murah', 'tidak', 'antri', 'lama', 'untuk', 'membeli', 'jujur', 'saya', 'sebagai', 'konsumen', 'protes', 'kerasskalo', 'enggak', 'ayo', 'duel', 'panco', 'vs']",saya bukan pedagangsaya hanya pembelisaya kecewa kalo perintah blokir tiktok shop karena apa banding harga di tiktok lebih murah dari pada offline bahanya bagus harga murah tidak antri lama untuk beli jujur saya bagai konsumen protes kerasskalo enggak ayo duel panco vs,-15,negatif
1468,2023-10-03T13:50:51Z,@user-sb2oe2fp4d,"Dengan ada nya perdagangan online ,padahal mengurangi pengangguran,rata2 karyawan onlineshop banyak,pedagang offline paling 1 orang,, sekarang era digital,yang offline harus nya tetap berjualan tapi main online juga",dengan ada nya perdagangan online padahal mengurangi pengangguranrata karyawan onlineshop banyakpedagang offline paling  orang sekarang era digitalyang offline harus nya tetap berjualan tapi main online juga,dengan ada nya perdagangan online padahal mengurangi pengangguranrata karyawan onlineshop banyakpedagang offline paling  orang sekarang era digitalyang offline harus nya tetap berjualan tapi main online juga,"['dengan', 'ada', 'nya', 'perdagangan', 'online', 'padahal', 'mengurangi', 'pengangguranrata', 'karyawan', 'onlineshop', 'banyakpedagang', 'offline', 'paling', 'orang', 'sekarang', 'era', 'digitalyang', 'offline', 'harus', 'nya', 'tetap', 'berjualan', 'tapi', 'main', 'online', 'juga']",dengan ada nya dagang online padahal kurang pengangguranrata karyawan onlineshop banyakpedagang offline paling orang sekarang era digitalyang offline harus nya tetap jual tapi main online juga,5,positif
1469,2023-10-03T13:50:22Z,@btviacell880,Di pasar harga gamis 250 rb. Sementara tik tok shop 100 rb. Wajar aja kalau kita milih belanja online😅,di pasar harga gamis  rb sementara tik tok shop  rb wajar aja kalau kita milih belanja online,di pasar harga gamis  ribu sementara tik tok shop  ribu wajar saja kalau kita memilih belanja online,"['di', 'pasar', 'harga', 'gamis', 'ribu', 'sementara', 'tik', 'tok', 'shop', 'ribu', 'wajar', 'saja', 'kalau', 'kita', 'memilih', 'belanja', 'online']",di pasar harga gamis ribu sementara tik tok shop ribu wajar saja kalau kita pilih belanja online,-2,negatif
1470,2023-10-03T13:37:52Z,@kikimhakim9158,Semoga pemerintah memberi solusi yang lebih baik..,semoga pemerintah memberi solusi yang lebih baik,semoga pemerintah memberi solusi yang lebih baik,"['semoga', 'pemerintah', 'memberi', 'solusi', 'yang', 'lebih', 'baik']",moga perintah beri solusi yang lebih baik,5,positif
1471,2023-10-03T13:36:44Z,@ipul3990,"emang produk dalam negeri kita tercinta ini yang tidak bisa bersaing sama produk luar yang kasih harga lumayan dan kualitas yang lumayan juga, kalau mau ditutup ya sama aja memutus ekonomi para konten kreator tiktok katanya mau mensejahterakan semua lapisan rakyat kalo gini caranya tidak adil dong, harusnya online shop dan offline shop harus diperlakukan adil kalau mau maju ya dikembangkan duanya jangan satu pihak main dipotong gini aja, ini jaman nya udah maju hey makanan aja bisa dipesen online, kadang orang tuu mau keluar males jadi pilih belanja di online shop karena praktis, lihat aja kalo besok tanah abang ngga rame, pasti pemerintah bakal ngilang gitu aja😂😂",emang produk dalam negeri kita tercinta ini yang tidak bisa bersaing sama produk luar yang kasih harga lumayan dan kualitas yang lumayan juga kalau mau ditutup ya sama aja memutus ekonomi para konten kreator tiktok katanya mau mensejahterakan semua lapisan rakyat kalo gini caranya tidak adil dong harusnya online shop dan offline shop harus diperlakukan adil kalau mau maju ya dikembangkan duanya jangan satu pihak main dipotong gini aja ini jaman nya udah maju hey makanan aja bisa dipesen online kadang orang tuu mau keluar males jadi pilih belanja di online shop karena praktis lihat aja kalo besok tanah abang ngga rame pasti pemerintah bakal ngilang gitu aja,memang produk dalam negeri kita tercinta ini yang tidak bisa bersaing sama produk luar yang kasih harga lumayan dan kualitas yang lumayan juga kalau mau ditutup ya sama saja memutus ekonomi para konten kreator tiktok katanya mau mensejahterakan semua lapisan rakyat kalo begini caranya tidak adil dong harusnya online shop dan offline shop harus diperlakukan adil kalau mau maju ya dikembangkan duanya jangan satu pihak main dipotong begini saja ini jaman nya sudah maju hey makanan saja bisa dipesen online kadang orang tuh mau keluar malas jadi pilih belanja di online shop karena praktis lihat saja kalo besok tanah abang enggak rame pasti pemerintah bakal menghilang begitu saja,"['memang', 'produk', 'dalam', 'negeri', 'kita', 'tercinta', 'ini', 'yang', 'tidak', 'bisa', 'bersaing', 'sama', 'produk', 'luar', 'yang', 'kasih', 'harga', 'lumayan', 'dan', 'kualitas', 'yang', 'lumayan', 'juga', 'kalau', 'mau', 'ditutup', 'ya', 'sama', 'saja', 'memutus', 'ekonomi', 'para', 'konten', 'kreator', 'tiktok', 'katanya', 'mau', 'mensejahterakan', 'semua', 'lapisan', 'rakyat', 'kalo', 'begini', 'caranya', 'tidak', 'adil', 'dong', 'harusnya', 'online', 'shop', 'dan', 'offline', 'shop', 'harus', 'diperlakukan', 'adil', 'kalau', 'mau', 'maju', 'ya', 'dikembangkan', 'duanya', 'jangan', 'satu', 'pihak', 'main', 'dipotong', 'begini', 'saja', 'ini', 'jaman', 'nya', 'sudah', 'maju', 'hey', 'makanan', 'saja', 'bisa', 'dipesen', 'online', 'kadang', 'orang', 'tuh', 'mau', 'keluar', 'malas', 'jadi', 'pilih', 'belanja', 'di', 'online', 'shop', 'karena', 'praktis', 'lihat', 'saja', 'kalo', 'besok', 'tanah', 'abang', 'enggak', 'rame', 'pasti', 'pemerintah', 'bakal', 'menghilang', 'begitu', 'saja']",memang produk dalam negeri kita cinta ini yang tidak bisa saing sama produk luar yang kasih harga lumayan dan kualitas yang lumayan juga kalau mau tutup ya sama saja putus ekonomi para konten kreator tiktok kata mau sejahtera semua lapis rakyat kalo begini cara tidak adil dong harus online shop dan offline shop harus laku adil kalau mau maju ya kembang dua jangan satu pihak main potong begini saja ini jaman nya sudah maju hey makan saja bisa sen online kadang orang tuh mau keluar malas jadi pilih belanja di online shop karena praktis lihat saja kalo besok tanah abang enggak rame pasti perintah bakal hilang begitu saja,26,positif
